4,abstract-deque,
0,abstract-deque-tests,
1,abstract-par,
41,Allure,https://github.com/AllureOfTheStars/Allure/releases,https://github.com/AllureOfTheStars/Allure/blob/master/GameDefinition/config.ui.default,https://github.com/AllureOfTheStars/Allure,https://github.com/AllureOfTheStars/Allure/blob/master/Makefile,https://github.com/AllureOfTheStars/Allure/blob/master/.stylish-haskell.yaml,https://github.com/AllureOfTheStars/Allure/wiki,https://github.com/AllureOfTheStars/Allure/blob/master/GameDefinition/PLAYING.md,https://github.com/AllureOfTheStars/Allure/blob/master/CREDITS,https://github.com/AllureOfTheStars/Allure/blob/master/COPYLEFT,https://github.com/AllureOfTheStars/Allure/compare/v0.9.3.0...v0.9.4.0,https://github.com/AllureOfTheStars/Allure/compare/v0.8.3.0...v0.9.3.0,https://github.com/AllureOfTheStars/Allure/compare/v0.8.1.2...v0.8.3.0,https://github.com/AllureOfTheStars/Allure/compare/v0.8.1.1...v0.8.1.2,https://github.com/AllureOfTheStars/Allure/v0.8.1.0...v0.8.1.1,https://github.com/AllureOfTheStars/Allure/v0.8.0.0...v0.8.1.0,https://github.com/AllureOfTheStars/Allure/compare/v0.7.1.0...v0.8.0.0,https://github.com/AllureOfTheStars/Allure/compare/v0.7.0.0...v0.7.1.0,https://github.com/AllureOfTheStars/Allure/compare/v0.6.2.0...v0.7.0.0,https://github.com/AllureOfTheStars/Allure/compare/v0.6.1.0...v0.6.2.0,https://github.com/AllureOfTheStars/Allure/compare/v0.6.0.0...v0.6.1.0,https://github.com/AllureOfTheStars/Allure/compare/v0.5.0.0...v0.6.0.0,https://github.com/AllureOfTheStars/Allure/compare/v0.4.101.0...v0.5.0.0,https://github.com/AllureOfTheStars/Allure/compare/v0.4.100.0...v0.4.101.1,https://github.com/AllureOfTheStars/Allure/compare/v0.4.99.0...v0.4.100.0,https://github.com/AllureOfTheStars/Allure/compare/v0.4.14...v0.4.99.0,https://github.com/AllureOfTheStars/Allure/compare/v0.4.12...v0.4.14,https://github.com/AllureOfTheStars/Allure/compare/v0.4.10...v0.4.12,https://github.com/AllureOfTheStars/Allure/compare/v0.4.8...v0.4.10,https://github.com/AllureOfTheStars/Allure/compare/v0.4.6.5...v0.4.8,https://github.com/AllureOfTheStars/Allure/compare/v0.4.6...v0.4.6.5,https://github.com/AllureOfTheStars/Allure/compare/v0.4.4...v0.4.6,https://github.com/AllureOfTheStars/Allure/compare/v0.4.3...v0.4.4,https://github.com/AllureOfTheStars/Allure/compare/v0.4.2...v0.4.3,
42,almost-fix,
43,alsa-core,
44,alsa-mixer,https://github.com/ttuegel/alsa-mixer,
45,alsa-pcm,
46,alsa-seq,
47,alternative-vector,https://github.com/athanclark/alternative-vector#readme,
48,alternators,https://github.com/louispan/alternators#readme,
49,ALUT,https://github.com/haskell-openal/ALUT,
50,amqp,https://github.com/hreinhardt/amqp,
51,annotated-wl-pprint,https://github.com/david-christiansen/annotated-wl-pprint,
52,ansi-terminal,https://github.com/feuerbach/ansi-terminal,https://github.com/feuerbach/ansi-terminal/blob/master/app/Example.hs,
53,ansi-wl-pprint,http://github.com/ekmett/ansi-wl-pprint,http://batterseapower.github.com/ansi-wl-pprint,
54,ANum,https://github.com/DanBurton/ANum#readme,
55,aos-signature,https://github.com/adjoint-io/aos-signature#readme,
56,apecs,https://github.com/jonascarpay/apecs#readme,https://github.com/jonascarpay/apecs/issues/19,
57,apecs-gloss,https://github.com/jonascarpay/apecs/apecs-gloss,
58,apecs-physics,
59,api-field-json-th,https://github.com/nakaji-dayo/api-field-json-th,
60,appar,
61,appendmap,https://github.com/koterpillar/appendmap#readme,
62,apply-refact,
63,apportionment,
64,approximate,http://github.com/analytics/approximate/,
65,app-settings,https://github.com/emmanueltouzery/app-settings,
66,arbor-lru-cache,https://github.com/arbor/arbor-lru-cache#readme,
67,arithmoi,https://github.com/cartazio/arithmoi,
68,array,
69,array-memoize,
70,arrow-extras,https://github.com/louispan/arrow-extras#readme,
71,asciidiagram,
72,ascii-progress,https://github.com/yamadapc/haskell-ascii-progress,https://github.com/yamadapc/haskell-ascii-progress,
73,asif,https://github.com/arbor/asif#readme,
74,asn1-encoding,
75,asn1-parse,
76,asn1-types,
77,assert-failure,https://github.com/Mikolaj/assert-failure,
78,assoc,
79,astro,https://github.com/aligusnet/astro,https://coveralls.io/github/aligusnet/astro,https://aligusnet.github.io/astro-docs/doc/index.html,
80,async,https://github.com/simonmar/async,
81,async-extra,https://github.com/agrafix/async-extra#readme,
82,async-refresh,https://github.com/mtesseract/async-refresh,
83,async-refresh-tokens,https://github.com/mtesseract/async-refresh-tokens#readme,
84,async-timer,https://github.com/mtesseract/async-timer#readme,
85,atom-basic,
86,atomic-primops,
87,atomic-write,https://github.com/stackbuilders/atomic-write,
88,attoparsec,https://github.com/bos/attoparsec,https://github.com/bos/attoparsec/issues,https://github.com/bos/attoparsec,https://github.com/bos/attoparsec/issues/105,https://github.com/bos/attoparsec/issues/103,https://github.com/bos/attoparsec/issues/97,https://github.com/bos/attoparsec/pull/79,https://github.com/bos/attoparsec/issues/80,https://github.com/bos/attoparsec/issues/75,https://github.com/bos/attoparsec/issues/74,
89,attoparsec-base64,https://github.com/athanclark/attoparsec-base64#readme,
90,attoparsec-binary,
91,attoparsec-expr,
92,attoparsec-ip,https://github.com/athanclark/attoparsec-ip#readme,
93,attoparsec-iso8601,
94,attoparsec-path,https://github.com/athanclark/attoparsec-path#readme,
95,attoparsec-uri,https://github.com/athanclark/attoparsec-uri#readme,
96,audacity,
97,aur,https://github.com/aurapm/aura,
98,authenticate,http://github.com/yesodweb/authenticate,https://github.com/yesodweb/authenticate/issues/47,https://github.com/yesodweb/authenticate/issues/46,
99,authenticate-oauth,
100,auto,https://github.com/mstksg/auto,https://github.com/mstksg/auto/blob/master/tutorial/tutorial.md,https://mstksg.github.io/auto,https://github.com/mstksg/auto-examples,https://github.com/mstksg/auto/releases/tag/v0.4.3.1,https://github.com/mstksg/auto/releases/tag/v0.4.3.0,https://github.com/mstksg/auto/releases/tag/v0.4.2.4,https://github.com/mstksg/auto/releases/tag/v0.4.2.3,https://github.com/mstksg/auto/releases/tag/v0.4.2.2,https://github.com/mstksg/auto/releases/tag/v0.4.2.1,https://github.com/mstksg/auto/releases/tag/v0.4.2.0,https://github.com/mstksg/auto/releases/tag/v0.4.1.0,https://github.com/mstksg/auto/releases/tag/v0.4.0.0,https://github.com/mstksg/auto/releases/tag/v0.3.0.0,https://github.com/mstksg/auto/releases/tag/v0.2.0.6,https://github.com/mstksg/auto/releases/tag/v0.2.0.5,https://github.com/mstksg/auto/releases/tag/v0.2.0.4,https://github.com/mstksg/auto/releases/tag/v0.2.0.3,https://github.com/mstksg/auto/releases/tag/v0.2.0.2,https://github.com/mstksg/auto/releases/tag/v0.2.0.1,https://github.com/mstksg/auto/releases/tag/v0.2.0.0,
101,autoexporter,https://github.com/tfausak/autoexporter#readme,https://github.com/tfausak/autoexporter,https://github.com/tfausak/autoexporter/releases,
102,auto-update,
103,avers,
104,avers-api,http://github.com/wereHamster/avers-api,
105,avers-server,http://github.com/wereHamster/avers-server,
106,avro,https://github.com/haskell-works/avro#readme,
107,avwx,
108,aws-cloudfront-signed-cookies,https://github.com/typeclasses/aws-cloudfront-signed-cookies,
109,aws-lambda-haskell-runtime,https://github.com/theam/aws-lambda-haskell-runtime#readme,https://theam.github.io/aws-lambda-haskell-runtime,
110,backprop,https://github.com/mstksg/backprop/blob/master/samples/backprop-mnist.lhs,https://github.com/mstksg/backprop/blob/master/renders/backprop-mnist.pdf,https://github.com/mstksg/backprop/blob/master/samples/extensible-neural.lhs,https://github.com/mstksg/backprop/blob/master/renders/extensible-neural.pdf,https://github.com/mstksg/backprop/blob/master/samples/backprop-mnist.lhs,https://github.com/mstksg/backprop/blob/master/renders/backprop-mnist.pdf,https://github.com/mstksg/backprop/blob/master/bench/bench.hs,https://github.com/mstksg/backprop/releases/tag/v0.2.6.3,https://github.com/mstksg/backprop/releases/tag/v0.2.6.2,https://github.com/mstksg/backprop/releases/tag/v0.2.6.1,https://github.com/mstksg/backprop/releases/tag/v0.2.6.0,https://github.com/mstksg/backprop/releases/tag/v0.2.5.0,https://github.com/mstksg/backprop/releases/tag/v0.2.4.0,https://github.com/mstksg/backprop/releases/tag/v0.2.3.0,https://github.com/mstksg/backprop/releases/tag/v0.2.2.0,https://github.com/mstksg/backprop/releases/tag/v0.2.1.0,https://github.com/mstksg/backprop/releases/tag/v0.2.0.0,https://github.com/mstksg/backprop/releases/tag/v0.1.5.2,https://github.com/mstksg/backprop/releases/tag/v0.1.5.1,https://github.com/mstksg/backprop/releases/tag/v0.1.5.0,https://github.com/mstksg/backprop/releases/tag/v0.1.4.0,https://github.com/mstksg/backprop/releases/tag/v0.1.3.0,https://github.com/mstksg/backprop/releases/tag/v0.1.2.0,https://github.com/mstksg/backprop/releases/tag/v0.1.1.0,https://github.com/mstksg/backprop/releases/tag/v0.1.0.0,https://github.com/mstksg/backprop/releases/tag/v0.0.3.0,https://github.com/mstksg/backprop/releases/tag/v0.0.2.0,https://github.com/mstksg/backprop/releases/tag/v0.0.1.0,https://github.com/mstksg/backprop/tree/v0.0.1.0#readme,
111,bank-holidays-england,https://github.com/DaveCTurner/bank-holidays-england,
112,barbies,https://github.com/jcpetruzza/barbies#readme,
26,barrier,https://github.com/philopon/barrier,https://github.com/philopon/barrier/blob/master/examples/example.hs,
27,base,
28,base16-bytestring,http://github.com/bos/base16-bytestring,http://github.com/bos/base16-bytestring,http://github.com/bos/base16-bytestring,
29,base32string,
30,base58string,
31,base64-bytestring,https://github.com/haskell/base64-bytestring,https://github.com/haskell/base64-bytestring,https://github.com/haskell/base64-bytestring,https://github.com/haskell/base64-bytestring/pull/27,https://github.com/haskell/base64-bytestring/pull/23,https://github.com/haskell/base64-bytestring/pull/21,
32,base64-bytestring-type,https://github.com/phadej/base64-bytestring-type#readme,
33,base64-string,
34,base-compat,https://github.com/haskell-compat/base-compat/issues/17,
35,base-compat-batteries,
116,basement,
117,base-noprelude,https://github.com/hvr/base-noprelude,https://github.com/hvr/base-noprelude,
113,base-orphans,https://github.com/haskell-compat/base-orphans#readme,https://github.com/haskell-compat/base-orphans/issues/39,https://github.com/haskell-compat/base-orphans/issues/36,https://github.com/haskell-compat/base-orphans/issues/32,
114,base-prelude,https://github.com/nikita-volkov/base-prelude,
115,base-unicode-symbols,
136,basic-prelude,https://github.com/snoyberg/basic-prelude#readme,https://github.com/snoyberg/basic-prelude/issues/72,https://github.com/snoyberg/basic-prelude/issues/75,https://github.com/snoyberg/basic-prelude/issues/74,https://github.com/snoyberg/basic-prelude/issues/69,https://github.com/snoyberg/basic-prelude/issues/67,https://github.com/snoyberg/basic-prelude/pull/56,https://github.com/snoyberg/basic-prelude/pull/55,https://github.com/snoyberg/basic-prelude/pull/51,
137,bazel-runfiles,
138,bbdb,https://github.com/henrylaxen/bbdb,
139,bcrypt,
140,beam-core,
141,beam-migrate,
142,beam-mysql,https://github.com/tathougies/beam-mysql,
143,beam-postgres,http://tathougies.github.io/beam/user-guide/backends/beam-postgres,
144,beam-sqlite,http://tathougies.github.io/beam/user-guide/backends/beam-sqlite/,http://tathougies.github.io/beam/user-guide/backends/beam-sqlite/,
145,bench,https://github.com/Gabriel439/bench,
146,benchpress,https://github.com/WillSewell/benchpress,
147,bench-show,https://github.com/composewell/bench-show,https://github.com/composewell/bench-show/blob/master/docs/full-median-time.svg,https://github.com/composewell/bench-show/blob/master/docs/grouped-median-time.svg,https://github.com/composewell/bench-show/blob/master/docs/regression-percent-descending-median-time.svg,https://github.com/composewell/bench-show/tree/master/test,https://github.com/composewell/bench-show/issues,https://github.com/composewell/bench-show/blob/master/bench-show.cabal,https://github.com/composewell/bench-show/issues/new,
148,bencode,
149,bencoding,https://github.com/sergv/bencoding,http://htmlpreview.github.com/?https://raw.github.com/wiki/cobit/bencoding/comparison.html,https://github.com/sergv/bencoding/issues,
150,between,https://github.com/trskop/between,https://github.com/trskop/between/blob/master/LICENSE,
151,bibtex,
152,bifunctors,http://github.com/ekmett/bifunctors/,
153,bimap,https://github.com/joelwilliamson/bimap,
154,bimap-server,
155,binary,https://github.com/kolmodin/binary,https://github.com/kolmodin/binary/graphs/contributors,https://github.com/kolmodin/binary/issues/73,https://github.com/kolmodin/binary/pull/76,https://github.com/kolmodin/binary/pull/62,https://github.com/kolmodin/binary/pull/59,https://github.com/kolmodin/binary/issues/55,
156,binary-bits,
157,binary-conduit,http://github.com/qnikst/binary-conduit/,
158,binary-ext,https://github.com/A1-Triard/binary-ext#readme,
159,binary-ieee754,https://github.com/winterland1989/binary-ieee754,
160,binary-list,
161,binary-orphans,
162,binary-parser,https://github.com/nikita-volkov/binary-parser,
163,binary-parsers,https://github.com/winterland1989/binary-parsers,https://github.com/winterland1989/binary-parsers/pull/5,
164,binary-search,
118,binary-shared,
119,binary-tagged,https://github.com/phadej/binary-tagged#readme,https://github.com/phadej/binary-tagged/blob/master/bench/Bench.hs,
120,bindings-DSL,
121,bindings-GLFW,
122,bindings-libzip,
123,bindings-uname,
124,bins,https://github.com/mstksg/bins#readme,
125,bitarray,
126,bitcoin-block,
127,bitcoin-script,
128,bitcoin-tx,
129,bitcoin-types,
130,bits,http://github.com/ekmett/bits,
131,bitset-word8,https://github.com/nshimaza/bitset-word8#readme,
132,bits-extra,https://github.com/haskell-works/bits-extra#readme,
133,bitvec,https://github.com/Bodigrim/bitvec,
165,bitx-bitcoin,
166,blake2,https://github.com/centromere/blake2,
167,blas-carray,
168,blas-comfort-array,
169,blas-ffi,
170,blas-hs,https://github.com/Rufflewind/blas-hs,https://github.com/Rufflewind/blas-hs,
171,blaze-bootstrap,http://github.com/agrafix/blaze-bootstrap,
172,blaze-builder,http://github.com/lpsmith/blaze-builder,
173,blaze-colonnade,
174,blaze-html,
175,blaze-markup,
176,blaze-svg,https://github.com/deepakjois/blaze-svg,https://github.com/deepakjois/blaze-svg/tree/master/examples/,https://github.com/deepakjois/blaze-svg/pull/19,
177,blaze-textual,http://github.com/bos/blaze-textual,http://github.com/bos/blaze-textual/issues,http://github.com/bos/blaze-textual,
178,bmp,https://github.com/benl23x5/bmp,
179,board-games,
180,boltzmann-samplers,https://github.com/Lysxia/boltzmann-samplers#readme,
181,Boolean,
182,boolean-like,http://github.com/Shou/boolean-like,
183,boolean-normal-forms,
184,boolsimplifier,
185,boots,https://github.com/leptonyu/boots#readme,https://github.com/leptonyu/boots/blob/master/LICENSE,
186,bordacount,https://github.com/hverr/bordacount#readme,https://coveralls.io/github/hverr/bordacount?branch=master,
187,boring,https://github.com/phadej/boring,
188,both,https://github.com/barrucadu/both,
189,bound,http://github.com/ekmett/bound/,https://github.com/ekmett/bound/tree/master/examples,
190,BoundedChan,
191,bounded-queue,
192,boundingboxes,https://github.com/fumieval/boundingboxes,
193,bower-json,https://github.com/hdgarrood/bower-json,
194,boxes,https://github.com/treeowl/boxes,
195,brick,https://github.com/jtdaugherty/brick/,https://github.com/ChrisPenner/brick-filetree,https://github.com/jtdaugherty/brick/blob/master/docs/guide.rst,https://github.com/jtdaugherty/brick/blob/master/docs/guide.rst,https://github.com/jtdaugherty/brick/blob/master/docs/samtay-tutorial.md,https://github.com/jtdaugherty/brick/blob/master/programs,https://github.com/jtdaugherty/brick/blob/master/FAQ.md,
196,brittany,https://github.com/lspitzner/brittany/,
197,bsb-http-chunked,http://github.com/sjakobi/bsb-http-chunked,https://github.com/sjakobi/bsb-http-chunked/compare/v0.0.0.3...v0.0.0.4,https://github.com/sjakobi/bsb-http-chunked/issues/22,https://github.com/sjakobi/bsb-http-chunked/compare/v0.0.0.2...v0.0.0.3,https://github.com/sjakobi/bsb-http-chunked/compare/v0.0.0.1...v0.0.0.2,https://github.com/sjakobi/bsb-http-chunked/compare/v0...v0.0.0.1,
198,bson,http://github.com/mongodb-haskell/bson,
199,bson-lens,https://github.com/jb55/bson-lens,
200,btrfs,https://github.com/redneb/hs-btrfs,
201,buffer-builder,https://github.com/chadaustin/buffer-builder,
202,buffer-pipe,
203,bugsnag-haskell,https://github.com/pbrisbin/bugsnag-haskell#readme,https://github.com/pbrisbin/bugsnag-haskell/compare/v0.0.3.0...master,https://github.com/pbrisbin/bugsnag-haskell/compare/v0.0.2.2...v0.0.3.0,https://github.com/pbrisbin/bugsnag-haskell/compare/v0.0.2.1...v0.0.2.2,https://github.com/pbrisbin/bugsnag-haskell/compare/v0.0.2.0...v0.0.2.1,https://github.com/pbrisbin/bugsnag-haskell/compare/v0.0.1.3...v0.0.2.0,https://github.com/pbrisbin/bugsnag-haskell/pull/39,https://github.com/pbrisbin/bugsnag-haskell/compare/v0.0.1.2...v0.0.1.3,https://github.com/pbrisbin/bugsnag-haskell/issues/31,https://github.com/pbrisbin/bugsnag-haskell/issues/32,https://github.com/pbrisbin/bugsnag-haskell/tree/v0.0.1.2,https://github.com/pbrisbin/bugsnag-haskell/pull/29,https://github.com/pbrisbin/bugsnag-haskell/tree/v0.0.1.1,
204,bulletproofs,https://github.com/adjoint-io/bulletproofs#readme,https://github.com/adjoint-io/bulletproofs/blob/master/Bulletproofs/RangeProof/Prover.hs,https://github.com/adjoint-io/bulletproofs/tree/master#multi-range-proof,
205,butcher,https://github.com/lspitzner/butcher/,
206,butter,
207,bv,https://github.com/iagoabal/haskell-bv,
208,bv-little,https://github.com/recursion-ninja/bv-little,https://coveralls.io/github/recursion-ninja/bv-little?branch=master,https://github.com/recursion-ninja/bv-little/tree/v1.1.0,https://github.com/recursion-ninja/bv-little/tree/v1.0.1,https://github.com/recursion-ninja/bv-little/tree/v1.0.0,https://github.com/recursion-ninja/bv-little/tree/v0.1.2,https://github.com/recursion-ninja/bv-little/tree/v0.1.1,https://github.com/recursion-ninja/bv-little/tree/v0.1.0,
209,byteable,http://github.com/vincenthz/hs-byteable,
210,bytedump,http://github.com/vincenthz/hs-bytedump,
211,byteorder,
212,bytes,https://github.com/ekmett/bytes,
213,byteset,
214,bytestring,https://github.com/haskell/bytestring,
215,bytestring-builder,
216,bytestring-conversion,https://github.com/twittner/bytestring-conversion/,
217,bytestring-lexing,
218,bytestring-strict-builder,https://github.com/nikita-volkov/bytestring-strict-builder,
219,bytestring-to-vector,https://github.com/sheyll/bytestring-to-vector,
220,bytestring-tree-builder,https://github.com/nikita-volkov/bytestring-tree-builder,
221,bzlib,
222,bzlib-conduit,https://github.com/snoyberg/bzlib-conduit#readme,https://github.com/snoyberg/bzlib-conduit/pull/6,
223,c2hs,https://github.com/haskell/c2hs,
224,Cabal,
225,cabal2nix,https://github.com/nixos/cabal2nix#readme,
226,cabal2spec,https://github.com/peti/cabal2spec,
227,cabal-doctest,https://github.com/phadej/cabal-doctest,https://github.com/phadej/cabal-doctest/tree/master/simple-example,https://github.com/phadej/cabal-doctest/tree/master/multiple-components-example,https://github.com/phadej/cabal-doctest/issues/19,https://github.com/phadej/cabal-doctest/blob/master/simple-example/simple-example.cabal,https://github.com/phadej/cabal-doctest/issues/8,
228,cabal-file-th,http://github.com/nkpart/cabal-file-th,
229,cabal-install,
230,cabal-rpm,https://github.com/juhp/cabal-rpm,https://github.com/juhp/cabal-rpm,
231,cache,https://github.com/hverr/haskell-cache#readme,
232,cacophony,https://github.com/centromere/cacophony#readme,
233,calendar-recycling,
234,call-stack,https://github.com/sol/call-stack#readme,
235,ca-province-codes,https://github.com/prikhi/ca-province-codes#readme,
236,carray,
237,cased,https://github.com/jb55/cased,
238,case-insensitive,https://github.com/basvandijk/case-insensitive,
239,cases,https://github.com/nikita-volkov/cases,
240,casing,
241,cassava,https://github.com/hvr/cassava,https://github.com/hvr/cassava/tree/master/examples,
242,cassava-conduit,https://github.com/domdere/cassava-conduit,
243,cassava-megaparsec,https://github.com/stackbuilders/cassava-megaparsec,
244,cassava-records,https://github.com/gdevanla/cassava-records#readme,
245,cast,https://github.com/haskell-patterns/cast#readme,
246,caster,https://github.com/kirisaki/caster#readme,
247,category,
248,cayley-client,https://github.com/MichelBoucey/cayley-client,
249,cborg,
250,cborg-json,
251,cereal,https://github.com/GaloisInc/cereal,
252,cereal-conduit,
253,cereal-text,https://github.com/ulikoehler/cereal-text,
254,cereal-time,
255,cereal-vector,https://github.com/acfoltzer/cereal-vector,
256,cfenv,https://github.com/tomphp/haskell-cfenv#readme,https://github.com/cloudfoundry-community/go-cfenv,https://github.com/cloudfoundry-community/go-cfenv,
257,cgi,https://github.com/cheecheeo/haskell-cgi,https://github.com/cheecheeo/haskell-cgi,https://github.com/cheecheeo/haskell-cgi/compare/3001.3.0.1...3001.3.0.2,https://github.com/cheecheeo/haskell-cgi/compare/3001.3.0.0...3001.3.0.1,https://github.com/cheecheeo/haskell-cgi/compare/3001.2.2.3...3001.3.0.0,https://github.com/cheecheeo/haskell-cgi/compare/3001.2.2.2...3001.2.2.3,https://github.com/cheecheeo/haskell-cgi/compare/3001.2.2.1...3001.2.2.2,https://github.com/cheecheeo/haskell-cgi/compare/3001.2.2.0...3001.2.2.1,https://github.com/cheecheeo/haskell-cgi/compare/3001.2.1.0...3001.2.2.0,https://github.com/cheecheeo/haskell-cgi/compare/3001.2.0.0...3001.2.1.0,
258,chan,https://github.com/athanclark/chan#readme,
259,ChannelT,https://github.com/pthariensflame/ChannelT,
260,charset,http://github.com/ekmett/charset,
261,charsetdetect-ae,http://github.com/aelve/charsetdetect-ae,
262,Chart,
263,Chart-diagrams,
264,chaselev-deque,
265,cheapskate,http://github.com/jgm/cheapskate,
266,cheapskate-highlight,http://github.com/aelve/cheapskate-highlight,
267,cheapskate-lucid,http://github.com/aelve/cheapskate-lucid,
268,check-email,https://github.com/qoelet/check-email#readme,https://github.com/qoelet/check-email#readme,
269,checkers,https://github.com/conal/checkers,
270,checksum,
271,chimera,https://github.com/Bodigrim/chimera#readme,
272,chiphunk,https://github.com/CthulhuDen/chiphunk#readme,
273,choice,https://github.com/mboes/choice#readme,
274,chronologique,https://github.com/afcowie/chronologique/,
275,chronos,https://github.com/andrewthad/chronos,
276,chronos-bench,
277,chunked-data,
278,cipher-aes,https://github.com/vincenthz/hs-cipher-aes,
279,cipher-aes128,https://github.com/TomMD/cipher-aes128,
280,cipher-blowfish,
281,cipher-camellia,
282,cipher-des,
283,cipher-rc4,http://github.com/vincenthz/hs-cipher-rc4,
284,circle-packing,
285,cisco-spark-api,
286,classyplate,
287,classy-prelude,https://github.com/snoyberg/classy-prelude/pull/125,https://github.com/snoyberg/classy-prelude/pull/119,https://github.com/snoyberg/classy-prelude/pull/100,https://github.com/snoyberg/classy-prelude/pull/94,
288,classy-prelude-conduit,
289,classy-prelude-yesod,
290,clay,
291,clientsession,http://github.com/yesodweb/clientsession/tree/master,
292,Clipboard,
293,clock,https://github.com/corsis/clock,
294,clock-extras,
295,closed,https://github.com/frontrowed/closed#readme,
296,clr-host,
297,clr-marshal,
298,clumpiness,
299,cmark,https://github.com/jgm/cmark-hs,http://github.com/jgm/cmark,http://github.com/jgm/cmark,http://github.com/jgm/cmark,http://github.com/jgm/cmark,
300,cmark-gfm,https://github.com/kivikakk/cmark-gfm-hs,http://github.com/github/cmark-gfm,http://github.com/github/cmark-gfm,http://github.com/github/cmark-gfm,http://github.com/github/cmark-gfm,
301,cmdargs,https://github.com/ndmitchell/cmdargs#readme,https://github.com/ndmitchell/cmdargs/tree/master/System/Console/CmdArgs/Test/Implicit,
302,codec,https://github.com/chpatrick/codec,
303,codec-beam,https://github.com/hkgumbs/codec-beam#readme,https://github.com/hkgumbs/codec-beam/tree/master/example,
134,codec-rpm,https://github.com/weldr/codec-rpm,https://coveralls.io/github/weldr/codec-rpm?branch=master,
135,code-page,https://github.com/RyanGlScott/code-page,
316,codo-notation,https://github.com/dorchard/codo-notation,
317,coercible-utils,https://github.com/sjakobi/coercible-utils,https://github.com/sjakobi/coercible-utils/releases/tag/v0.0.0,
318,co-log,https://github.com/kowainik/co-log,https://github.com/kowainik/co-log/blob/master/LICENSE,https://github.com/kowainik/co-log/releases,https://github.com/kowainik/co-log/issues/77,https://github.com/kowainik/co-log/issues/103,https://github.com/kowainik/co-log/issues/96,https://github.com/kowainik/co-log/issues/45,https://github.com/kowainik/co-log/issues/46,https://github.com/kowainik/co-log/issues/77,https://github.com/kowainik/co-log/issues/64,https://github.com/kowainik/co-log/issues/20,https://github.com/kowainik/co-log/issues/39,https://github.com/kowainik/co-log/issues/37,
319,co-log-core,
320,colonnade,https://github.com/andrewthad/colonnade#readme,
321,colorful-monoids,https://github.com/minad/colorful-monoids#readme,
322,colorize-haskell,http://github.com/yav/colorize-haskell,
323,colour,
324,columnar,https://github.com/cdornan/columnar#readme,
304,combinatorial,
305,comfort-array,
306,comfort-graph,
307,commutative,https://github.com/athanclark/commutative#readme,
308,comonad,http://github.com/ekmett/comonad/,
309,compact,https://github.com/ezyang/compact,
310,compactmap,
311,compensated,http://github.com/analytics/compensated/,
312,compiler-warnings,https://github.com/yi-editor/compiler-warnings#readme,
313,composable-associations,https://github.com/SamProtas/composable-associations#readme,
314,composable-associations-aeson,
315,composition,
336,composition-extra,
337,concise,https://github.com/frasertweedale/hs-concise,
338,concurrency,
339,concurrent-extra,https://github.com/basvandijk/concurrent-extra,
340,concurrent-output,
